beerName,beerStyle,upc,quantityOnHand,price,createdDate,updateDate
Frosty Tiger Lager,IPA,574729195187,284,20.04,2020-01-30T11:20:03,2022-08-18T02:09:29
Dark Wolf IPA,STOUT,322621105146,484,11.89,2022-10-04T22:42:39,2023-11-26T09:21:53
Ancient Valley Ale,ALE,567537581449,456,19.89,2024-01-09T03:25:20,2024-10-14T22:16:33
Ancient Storm IPA,PILSNER,089089020407,212,16.94,2020-06-26T12:44:22,2024-09-30T20:57:25
Wild Dragon IPA,PORTER,437890712155,343,21.3,2022-09-15T05:32:49,2024-10-21T01:45:43
Bright Peak Lager,STOUT,658296262087,467,21.46,2022-03-23T05:00:33,2023-12-26T04:21:36
Roasted Valley IPA,ALE,517835342413,75,11.09,2024-01-10T22:33:22,2024-07-05T07:26:59
Hazy Coast Wheat,GOSE,312711035416,211,20.88,2024-01-13T03:35:14,2024-07-18T12:04:55
Dark River Lager,IPA,161523145344,72,6.61,2020-01-25T21:08:34,2020-12-01T01:29:41
Roasted Ridge Bock,PORTER,755519140919,332,4.18,2023-08-27T11:54:24,2024-09-09T05:37:15
Hazy Falcon Sour,PILSNER,265793530924,459,15.15,2023-01-09T13:43:15,2023-11-13T06:07:04
Session Raven Stout,PALE_ALE,942538668100,173,6.32,2024-06-16T17:04:59,2024-09-08T11:23:37
Roasted Hawk Pilsner,LAGER,772988308759,215,11.02,2022-11-13T16:04:55,2024-04-21T23:15:59
Amber Hawk Pilsner,PILSNER,053757606711,358,6.55,2020-08-15T11:49:25,2023-06-09T12:46:50
Hoppy Falcon Pilsner,WHEAT,110393606614,139,21.6,2020-05-07T16:32:39,2021-10-26T18:55:10
Bright Falcon Porter,LAGER,811083033248,245,10.01,2024-04-04T20:40:11,2024-06-21T21:18:15
Golden Mountain Bock,PILSNER,619834244170,327,10.1,2024-04-17T17:10:41,2024-09-23T21:55:15
Rustic Eagle Stout,PALE_ALE,023456138974,262,23.5,2024-09-28T18:29:15,2024-11-09T06:10:05
Cloudy Hawk Pilsner,IPA,846864687244,249,9.73,2022-11-20T12:55:16,2024-08-29T13:52:33
Hazy Peak Bock,PALE_ALE,361134174360,255,20.02,2024-01-07T21:20:36,2024-06-01T10:20:58
Bitter Falcon IPA,STOUT,751556444059,414,23.54,2024-03-13T12:04:01,2024-04-15T20:33:27
Bold Bear Lager,PALE_ALE,514923184682,206,16.37,2021-07-11T05:49:33,2022-06-24T09:08:12
Wild Storm Gose,PALE_ALE,929971490250,35,6.34,2021-02-17T12:56:13,2021-04-30T15:38:09
Sweet Raven Lager,GOSE,526047205928,171,15.72,2020-03-20T04:57:55,2022-10-18T12:12:03
Wild Falcon Sour,PILSNER,872529541395,401,5.12,2020-01-01T02:36:12,2022-09-27T08:58:48
Bitter Valley IPA,LAGER,243123659152,64,7.87,2022-08-23T16:57:15,2023-05-12T14:00:45
Smooth Hawk Gose,PALE_ALE,891358020298,89,23.96,2024-01-10T17:47:42,2024-06-13T22:48:48
Smooth Raven Bock,ALE,406097391116,407,4.46,2024-12-03T12:45:53,2024-12-22T14:14:44
Bright Eagle Pilsner,PALE_ALE,706360352566,140,7.35,2022-01-18T04:27:14,2022-05-24T11:08:40
Hoppy Dragon Wheat,WHEAT,669620298674,385,11.21,2020-04-19T12:11:40,2022-04-08T15:50:22
Frosty Peak Sour,PILSNER,056930982845,232,24.59,2024-10-15T15:10:40,2024-12-06T13:49:07
Cloudy Eagle Wheat,LAGER,484051163207,386,6.44,2024-12-20T08:21:29,2024-12-21T05:07:35
Dark Peak Wheat,LAGER,048817705449,341,24.9,2024-08-12T17:53:42,2024-12-02T12:33:58
Ancient Eagle Gose,GOSE,006162560947,165,11.41,2020-07-06T04:07:50,2024-09-06T13:58:26
Ancient Coast Bock,SOUR,778783776601,426,13.98,2020-07-26T00:29:27,2021-04-14T23:17:46
Session Ridge Porter,PILSNER,269010238799,42,11.51,2021-12-21T02:38:58,2023-04-04T11:22:39
Imperial Tiger Wheat,PALE_ALE,235078331429,457,18.49,2024-05-13T02:36:18,2024-08-02T20:54:24
Dark Dragon Sour,LAGER,495721626527,344,8.5,2023-06-09T13:45:18,2024-02-02T09:21:23
Session Wolf Sour,PORTER,420242766886,298,15.2,2020-01-20T12:35:36,2021-08-24T21:13:36
Hoppy Lion Ale,WHEAT,411335527719,137,12.01,2022-08-01T02:02:20,2023-05-26T00:53:19
Amber Tiger IPA,PORTER,544745702571,445,12.73,2023-03-31T01:40:38,2023-06-22T18:04:18
Dark Coast Gose,ALE,233797175174,238,13.99,2021-09-17T17:59:25,2024-02-22T21:38:30
Sweet Coast Gose,PORTER,584241742488,494,4.31,2021-12-14T04:22:43,2024-02-21T21:18:25
Imperial Valley Pilsner,STOUT,182805573492,287,7.12,2023-04-14T05:50:35,2024-02-28T19:45:51
Bitter Dragon Porter,GOSE,982072959420,272,19.15,2023-07-30T06:21:14,2024-05-12T15:49:13
Bright Creek Wheat,GOSE,909654580205,84,9.37,2020-06-15T00:02:00,2024-02-02T11:46:13
Bright Forest Ale,IPA,872745389378,61,22.57,2022-09-24T20:28:02,2023-05-08T12:01:43
Crispy Fox Pilsner,SOUR,207057275804,153,20.91,2020-06-17T21:58:18,2020-10-03T11:53:53
Imperial Lion Stout,STOUT,171014420563,485,22.49,2024-12-19T16:16:32,2024-12-22T14:39:59
Dark Eagle Sour,SOUR,290951106733,73,13.93,2023-11-19T17:17:44,2024-05-09T21:06:08
Crispy Lion Gose,PALE_ALE,709978764098,377,18.12,2021-07-18T22:24:59,2023-02-25T09:58:51
Rustic Falcon Stout,IPA,893077678047,188,20.69,2023-09-08T10:07:32,2023-09-22T22:09:51
Roasted Hawk Sour,ALE,198273759478,172,11.68,2022-07-08T14:18:45,2022-09-06T13:31:21
Wild Bear Gose,PALE_ALE,126882226690,460,8.83,2023-03-17T15:40:49,2024-03-22T16:58:16
Roasted Creek Wheat,SOUR,932134314093,132,7.38,2023-04-30T01:33:56,2023-12-04T23:30:16
Smooth Ridge Gose,PORTER,595592002895,173,9.83,2022-12-05T00:05:16,2024-08-15T18:37:55
Ancient Fox Ale,IPA,789671662787,355,23.64,2023-02-24T06:50:33,2024-11-05T16:58:03
Wild Creek Stout,PILSNER,504560398137,414,19.65,2024-12-13T07:10:38,2024-12-24T19:58:26
Crispy Mountain Ale,PILSNER,363252911799,295,21.17,2024-06-15T02:47:29,2024-10-15T09:56:06
Imperial Storm Ale,GOSE,114819904638,158,20.67,2020-04-19T05:14:12,2023-09-24T12:22:44
Amber Coast Ale,PALE_ALE,206545135552,372,7.65,2024-03-16T22:51:48,2024-11-20T01:27:33
Sweet River Wheat,LAGER,497822067360,118,12.31,2023-06-16T19:01:39,2024-06-01T21:17:05
Cloudy Peak Stout,PALE_ALE,521856298432,324,11.02,2021-02-24T03:17:40,2023-06-17T17:45:46
Session Wolf Lager,WHEAT,291912294265,293,3.24,2024-10-04T14:13:48,2024-11-05T03:36:12
Bright Wolf IPA,ALE,747753044474,188,14.12,2023-03-16T13:55:51,2024-02-12T17:43:44
Bitter Ridge Bock,STOUT,330189262121,372,3.89,2021-11-14T00:12:02,2024-03-13T14:47:11
Hazy Falcon Stout,ALE,614203839551,197,23.79,2024-03-12T15:43:58,2024-12-24T13:47:59
Session Forest Stout,IPA,267981570924,88,22.92,2023-01-18T09:12:39,2023-10-16T16:01:40
Bold Wolf Ale,GOSE,510657296604,437,9.48,2021-01-13T06:45:17,2021-12-07T14:31:30
Golden Lion Lager,SOUR,330112850121,408,17.21,2021-08-07T07:22:45,2023-11-08T17:38:01
Rustic Dragon Lager,IPA,450055610311,243,15.85,2024-04-08T01:00:35,2024-07-16T07:57:26
Hoppy Raven Lager,SOUR,370630122858,374,6.66,2023-02-28T23:53:07,2023-11-22T11:07:45
Sweet Falcon Bock,LAGER,120971474308,247,5.87,2020-01-14T01:55:29,2020-07-13T09:26:31
Wild Creek Porter,GOSE,556608018615,453,20.55,2024-01-13T03:16:50,2024-11-06T16:30:18
Cloudy Peak Ale,WHEAT,143420852200,42,14.11,2023-06-29T21:17:48,2024-06-01T08:35:41
Rustic River Ale,WHEAT,766147659539,206,4.11,2024-09-14T12:12:33,2024-09-23T20:03:36
Smooth Raven Ale,PILSNER,466087836550,172,6.39,2022-06-21T04:15:47,2023-09-28T12:38:53
Amber Wolf IPA,ALE,204236002471,292,8.08,2021-11-24T20:38:24,2022-08-21T01:45:43
Crispy Fox IPA,PALE_ALE,224657954296,245,9.79,2023-07-03T09:04:35,2024-11-18T17:03:45
Sweet Mountain Pilsner,PALE_ALE,124964141719,242,3.99,2023-05-27T13:18:26,2024-02-11T08:43:29
Rustic Wolf Porter,STOUT,313659614603,388,21.55,2021-09-22T06:06:01,2023-12-09T10:10:34
Smooth Creek Ale,PORTER,074811142299,134,8.02,2023-07-12T07:36:13,2024-10-01T05:17:46
Crispy River Stout,IPA,980983666326,217,9.17,2023-07-10T14:58:07,2023-10-17T13:44:31
Bright Storm Stout,WHEAT,586870815684,290,14.98,2022-10-27T02:41:20,2022-12-09T07:12:36
Sweet Bluff IPA,SOUR,293846569034,392,21.83,2020-12-13T12:37:16,2024-08-03T05:51:25
Hoppy Creek Ale,GOSE,239176099083,378,4.03,2024-10-10T07:43:06,2024-10-25T00:27:37
Crispy Fox IPA,LAGER,982539419800,409,21.41,2021-10-25T00:14:35,2023-07-28T14:04:23
Hazy Fox IPA,IPA,382289975449,500,13.15,2020-07-11T00:02:59,2022-04-19T15:02:12
Smooth Storm Lager,WHEAT,099737748069,370,16.46,2021-09-15T07:55:03,2021-10-24T19:44:21
Frosty Peak Gose,STOUT,392532492949,221,21.28,2021-01-04T23:09:11,2024-09-13T21:59:19
Rustic Raven Bock,ALE,292824857783,211,10.05,2021-02-19T19:59:58,2022-11-09T20:01:19
Smooth Forest Sour,IPA,624081552764,304,15.33,2021-06-15T06:20:07,2022-06-22T18:52:16
Imperial Coast Pilsner,LAGER,129324330811,219,6.69,2022-01-07T04:27:25,2022-11-04T04:30:28
Imperial Mountain IPA,SOUR,266802806868,43,14.78,2023-09-07T15:38:51,2024-10-04T18:01:28
Bitter Storm Ale,PALE_ALE,060362144919,83,9.93,2024-01-08T01:33:19,2024-08-17T08:02:05
Hazy Creek Ale,PORTER,256904347285,205,15.44,2023-11-17T13:25:06,2023-11-29T05:43:43
Hazy Dragon Gose,SOUR,262786323506,42,9.2,2022-03-10T08:05:20,2024-01-09T04:57:17
Ancient Bluff Lager,WHEAT,003517679275,297,18.04,2020-07-11T05:43:00,2024-06-30T21:18:13
Bitter Dragon Lager,PORTER,537105233016,158,14.89,2020-07-26T12:58:37,2021-05-09T11:56:54
Roasted Fox Stout,LAGER,604573474388,282,14.18,2023-09-12T21:24:45,2024-09-30T09:18:18
Hoppy Mountain Sour,WHEAT,258299839068,51,18.49,2022-08-30T11:36:28,2023-05-02T22:50:21
Sweet Ridge Wheat,PORTER,911217109569,460,24.53,2023-02-08T19:22:24,2024-03-04T19:54:38
Cloudy Fox Ale,PILSNER,403975179088,387,14.24,2023-10-15T15:08:33,2024-11-18T05:56:41
Rustic Dragon Pilsner,PALE_ALE,844500832443,163,23.98,2023-10-13T00:38:16,2024-06-21T05:59:00
Frosty Ridge Porter,WHEAT,381851801226,306,11.19,2023-07-02T13:42:02,2024-07-19T09:51:17
Rustic Coast Bock,SOUR,013409775429,263,14.05,2022-12-04T09:49:46,2023-05-19T22:56:26
Bitter Eagle Stout,PALE_ALE,789904365417,294,22.53,2021-04-05T12:58:21,2022-03-06T05:06:20
Smooth Valley Porter,PILSNER,670516636867,19,13.67,2021-11-26T07:50:01,2021-12-06T01:26:18
Golden Creek Stout,IPA,739691912867,341,7.89,2021-03-31T00:27:28,2023-08-24T11:42:47
Amber River Stout,IPA,434935983701,294,11.8,2024-09-05T04:41:51,2024-11-27T00:16:53
Bright Peak Stout,SOUR,109208364126,143,17.88,2024-10-17T01:46:20,2024-12-26T18:34:35
Cloudy Ridge Stout,SOUR,783590888797,242,3.16,2021-11-15T12:06:48,2021-12-10T18:18:14
Frosty Tiger Wheat,SOUR,850046987469,431,16.55,2022-06-29T07:08:51,2024-10-09T01:51:33
Cloudy Bluff Bock,PORTER,573132692954,234,11.59,2022-10-07T07:39:52,2023-12-04T13:54:18
Frosty Coast Porter,ALE,950777784804,366,6.84,2020-03-20T02:58:12,2021-02-07T04:42:43
Crispy Raven Sour,PORTER,389892656906,39,21.12,2022-02-08T17:51:44,2022-05-05T23:36:06
Ancient Dragon Sour,LAGER,060431402574,403,12.47,2024-07-08T15:34:16,2024-11-29T10:59:39
Smooth Bear Sour,STOUT,983724748030,426,4.85,2024-02-11T22:52:29,2024-10-27T23:52:19
Sweet Hawk Bock,PORTER,756863836640,453,7.38,2024-08-03T21:29:30,2024-10-18T08:09:36
Bright Falcon Gose,SOUR,903280129767,221,9.54,2022-09-22T08:16:33,2024-11-05T05:47:18
Ancient Falcon Ale,IPA,590156966630,495,19.4,2020-04-20T23:06:40,2022-08-24T10:15:00
Amber Wolf Lager,IPA,954565853669,7,24.11,2023-08-04T07:15:06,2024-04-23T01:41:22
Sweet Mountain IPA,IPA,606386250773,322,19.01,2021-04-06T19:15:26,2022-11-25T02:25:03
Session Bluff Gose,WHEAT,803761043042,173,9.0,2021-03-13T03:13:07,2024-07-29T00:31:19
Crispy Lion Ale,WHEAT,052345295155,60,11.85,2020-03-12T06:55:45,2020-05-21T19:25:51
Frosty River Wheat,ALE,928818632074,438,7.98,2021-03-12T14:56:02,2021-05-02T06:45:57
Golden Tiger Porter,PILSNER,227189117774,308,7.9,2022-08-16T20:14:16,2023-05-29T11:52:34
Session Peak Sour,ALE,622535678521,97,24.56,2023-11-22T07:15:55,2024-12-24T08:58:46
Session Tiger Stout,PORTER,343951516065,453,11.3,2020-07-28T18:27:55,2022-08-04T19:41:08
Golden Lion Stout,GOSE,489216366993,472,3.93,2023-12-11T02:23:16,2024-11-18T06:56:55
Session Fox Sour,SOUR,900249151838,218,15.91,2024-01-12T18:25:52,2024-12-26T23:23:33
Session Dragon Stout,GOSE,701692323280,141,3.3,2023-04-13T13:45:26,2023-10-06T05:11:53
Roasted River Pilsner,PORTER,906018476682,92,12.06,2022-01-14T18:05:11,2023-01-09T10:23:55
Ancient Ridge IPA,SOUR,869218753039,103,9.77,2023-09-09T16:40:34,2023-10-08T21:31:26
Smooth River Porter,ALE,551443476070,24,9.45,2022-07-11T11:38:32,2023-11-11T10:54:17
Hoppy Mountain Bock,STOUT,763398983219,392,5.46,2024-02-22T00:16:40,2024-10-30T12:17:49
Imperial Forest Lager,WHEAT,087014458335,203,20.4,2023-12-28T05:55:55,2024-05-09T18:06:26
Imperial Eagle Bock,STOUT,240162379497,297,11.99,2021-07-19T21:27:29,2022-04-24T20:48:02
Hoppy Fox Pilsner,STOUT,781922122604,93,8.15,2024-11-19T00:50:50,2024-12-29T21:18:44
Roasted Coast Bock,IPA,397940438755,96,12.67,2023-07-23T04:23:24,2024-06-22T09:50:50
Cloudy Lion Stout,STOUT,626001789724,17,5.21,2022-09-12T08:37:38,2024-06-11T11:04:18
Crispy Bear Bock,WHEAT,722467470501,256,7.72,2022-04-19T18:42:17,2024-11-17T06:03:37
Wild Creek Sour,ALE,382313170996,221,3.14,2023-05-05T23:07:48,2024-07-01T04:27:22
Sweet Coast Sour,LAGER,463228955726,236,4.79,2023-07-22T00:36:20,2023-08-18T15:45:50
Cloudy Hawk Porter,GOSE,178809402114,458,24.03,2024-01-23T10:38:57,2024-07-17T21:55:37
Bitter Lion Sour,PALE_ALE,415708008615,189,19.63,2023-06-03T12:23:55,2024-09-06T10:09:55
Dark Bear Lager,STOUT,398667264536,280,20.54,2022-03-25T08:27:07,2022-06-10T22:23:15
Wild Storm Wheat,LAGER,640578214831,155,20.1,2022-07-28T15:22:10,2024-11-08T04:34:19
Imperial Fox Ale,PILSNER,462698003652,0,11.21,2023-11-20T01:21:03,2024-04-28T10:21:10
Sweet Storm Gose,LAGER,210648687515,284,8.18,2021-06-30T09:21:26,2021-08-20T04:21:29
Wild Raven IPA,PALE_ALE,443581563597,330,3.97,2021-08-18T15:22:51,2023-06-06T09:07:42
Bright Bear Gose,PILSNER,875210523381,331,21.01,2023-01-28T20:58:10,2024-09-25T19:50:49
Cloudy River Sour,PILSNER,662416395593,160,16.93,2023-06-02T02:53:32,2024-01-16T09:55:36
Wild Valley IPA,ALE,596829465605,444,17.08,2024-02-20T17:36:09,2024-12-26T01:33:32
Cloudy Peak IPA,STOUT,137423233397,189,8.0,2021-10-15T13:54:02,2024-09-28T05:15:25
Frosty Raven Ale,IPA,781398195208,269,11.95,2023-06-20T03:17:43,2023-09-19T20:03:56
Golden Hawk Stout,PORTER,510433593950,20,11.56,2020-03-16T08:45:25,2024-05-30T10:02:16
Amber Peak Sour,LAGER,842268908777,148,18.47,2022-11-11T09:48:27,2024-08-25T15:02:21
Wild Ridge Bock,ALE,006452711042,474,10.77,2022-01-23T17:29:47,2024-10-06T20:33:59
Hazy Fox Stout,PORTER,097754433462,429,13.97,2023-11-28T19:34:16,2024-04-15T22:23:42
Bitter Tiger Pilsner,SOUR,005333710900,476,12.66,2020-12-06T17:46:07,2021-02-26T19:14:57
Rustic Bluff Gose,GOSE,399849802973,340,6.13,2020-01-13T01:04:56,2024-12-26T05:45:20
Golden Falcon Bock,WHEAT,475096746236,418,20.37,2024-02-24T00:18:42,2024-09-01T15:35:21
Hazy Valley Porter,LAGER,967320022941,255,24.23,2022-11-27T00:13:35,2024-11-16T03:11:41
Malty Coast Bock,WHEAT,083001950302,211,11.79,2020-08-03T02:05:55,2021-07-19T19:05:07
Wild Mountain Wheat,WHEAT,839924420282,51,23.94,2021-12-19T10:25:22,2023-06-01T13:04:21
Bold Hawk Sour,ALE,069920031116,72,3.97,2020-06-25T00:59:31,2022-09-21T21:01:23
Sweet Creek Stout,ALE,254087402872,160,11.13,2020-10-07T03:21:24,2023-09-13T13:30:46
Wild Fox Lager,PORTER,307877756464,134,15.49,2023-05-25T17:50:02,2023-12-09T17:52:31
Smooth Storm Pilsner,PILSNER,457715046234,281,7.45,2021-07-04T20:45:42,2022-06-02T11:46:43
Crispy Coast Porter,SOUR,584120282111,143,17.53,2024-05-31T03:54:43,2024-09-04T17:26:36
Malty Mountain Stout,PALE_ALE,771529178263,419,11.95,2021-02-17T09:47:49,2024-05-23T20:39:43
Roasted Creek Wheat,LAGER,969825147327,355,15.29,2020-02-09T00:19:30,2022-07-23T12:52:26
Golden Peak Gose,ALE,559207779935,343,14.82,2024-07-06T05:39:06,2024-07-06T15:13:05
Frosty Bluff Wheat,WHEAT,384608374671,323,14.33,2024-12-11T18:05:47,2024-12-16T19:26:30
Frosty Coast Sour,PORTER,111852375553,448,23.14,2024-05-05T06:48:58,2024-07-19T06:27:34
Sweet Peak Lager,ALE,692557398380,38,5.57,2022-03-14T12:30:31,2022-09-17T04:15:11
Imperial Eagle Bock,PORTER,019315915685,437,8.57,2022-07-24T08:17:52,2022-11-18T00:38:14
Hoppy Peak Stout,PALE_ALE,379785894363,63,4.93,2020-03-05T14:25:01,2021-12-10T21:25:28
Bold Eagle Wheat,ALE,160412997131,251,5.67,2020-01-01T05:00:44,2021-07-11T07:13:23
Roasted Falcon Lager,ALE,226321056280,315,17.69,2020-12-20T15:57:35,2021-01-08T21:07:07
Ancient Storm Lager,PORTER,878183987112,130,6.65,2022-06-17T03:16:43,2022-07-03T06:04:16
Bright Storm Porter,IPA,564401006860,327,24.3,2020-07-07T10:46:07,2022-03-25T23:26:04
Frosty Peak Gose,PORTER,257908724649,263,10.43,2024-03-11T12:45:30,2024-07-24T06:26:35
Frosty Bluff Pilsner,WHEAT,292542662203,154,20.66,2021-10-30T01:19:44,2022-10-20T02:52:13
Bold Dragon Porter,GOSE,847444732780,15,8.49,2023-11-13T15:20:19,2024-01-14T03:57:57
Sweet Creek Wheat,ALE,132715433491,189,17.73,2023-05-22T18:55:14,2024-09-23T11:15:03
Golden Dragon Stout,PILSNER,316972951522,10,13.15,2023-12-11T15:11:20,2024-06-06T11:32:19
Wild Fox Gose,WHEAT,854617954307,494,10.48,2024-01-16T20:05:36,2024-03-30T16:28:43
Ancient Lion Gose,ALE,398080789821,451,3.08,2021-06-20T10:11:58,2023-02-06T01:17:54
Cloudy Storm Pilsner,STOUT,831063970996,465,17.2,2024-03-30T21:07:26,2024-05-30T03:30:15
Ancient Forest Stout,LAGER,016515229115,323,7.22,2024-02-08T04:42:13,2024-12-08T15:42:28
Crispy Eagle Sour,PILSNER,264061156432,436,17.18,2020-05-10T14:25:46,2021-06-13T00:50:34
Crispy Bear Gose,LAGER,046327646129,100,8.86,2020-04-13T20:44:50,2022-01-02T21:13:09
Hoppy River Stout,STOUT,976434361467,273,17.01,2022-11-20T20:24:49,2023-10-08T04:23:42
Hazy Fox IPA,ALE,493733098381,75,14.59,2023-12-14T20:49:31,2024-09-08T19:22:39
Hazy Raven Porter,GOSE,728153573867,263,6.85,2024-12-30T10:41:10,2024-12-30T13:08:52
Sweet Storm Stout,WHEAT,563164946406,75,4.45,2020-05-05T13:22:44,2024-04-17T21:06:33
Crispy Dragon Lager,GOSE,552129446538,241,4.86,2021-11-30T17:56:02,2022-03-20T18:28:40
Crispy Bear Bock,ALE,006042078736,493,23.68,2023-09-10T06:38:18,2024-06-03T09:18:49
Imperial Bluff Stout,ALE,938769780811,224,11.56,2020-05-08T14:11:52,2021-11-12T04:33:39
Rustic Raven Ale,PILSNER,244758400715,353,5.37,2022-01-17T14:27:11,2023-01-18T20:07:56
Smooth Hawk Ale,WHEAT,164081428488,286,4.12,2021-05-16T00:46:08,2024-12-18T05:02:02
Bold River Bock,PALE_ALE,046126952967,186,19.16,2022-01-31T19:16:59,2024-09-17T02:46:14
Smooth Peak Stout,LAGER,813559136181,66,17.14,2022-09-14T23:04:38,2024-12-29T14:26:07
Amber Lion Porter,PILSNER,987822200831,112,10.11,2020-06-21T06:40:38,2024-09-13T22:57:43
Roasted Bluff Lager,PILSNER,005108553812,379,19.8,2022-01-20T15:42:28,2024-05-09T09:39:45
Golden Tiger Ale,ALE,019237420023,288,18.02,2023-10-26T16:22:53,2024-02-07T09:18:14
Amber Dragon Wheat,LAGER,647535266949,247,22.62,2023-03-26T22:03:16,2024-10-09T21:29:21
Malty Hawk Porter,WHEAT,088698880662,25,16.47,2024-10-25T22:28:30,2024-11-28T22:37:39
Hoppy Hawk Ale,GOSE,875784303647,1,12.03,2023-06-01T15:18:34,2023-12-15T19:26:47
Sweet Coast Pilsner,PALE_ALE,984705892312,174,3.5,2022-04-18T15:54:28,2024-01-23T18:48:05
Imperial Bear Bock,PALE_ALE,392440719907,396,20.61,2023-11-24T21:04:54,2024-09-01T03:45:33
Smooth Wolf Ale,PORTER,465357422318,356,17.83,2021-03-28T22:44:57,2023-03-03T18:58:46
Golden Ridge Gose,IPA,159065558486,312,13.54,2021-11-17T09:41:43,2023-11-09T05:34:57
Dark Forest Sour,STOUT,533723939603,279,23.63,2021-05-22T02:44:55,2023-05-10T10:57:33
Wild Hawk Porter,LAGER,859536688625,478,13.63,2023-05-27T09:31:56,2024-03-01T19:53:55
Roasted Raven Porter,IPA,377459385692,387,13.58,2022-10-06T05:59:50,2023-08-02T15:16:08
Frosty Lion Stout,PILSNER,383116890041,374,11.57,2024-02-05T12:44:42,2024-08-21T13:37:46
Roasted Hawk Lager,GOSE,328123785690,357,17.39,2022-03-11T04:33:21,2022-05-11T00:35:28
Bright Fox Gose,GOSE,034606513604,2,9.98,2020-12-01T09:22:12,2024-04-10T03:16:26
Hazy Tiger Bock,PALE_ALE,630146434738,55,5.6,2021-12-17T03:39:46,2023-07-31T06:08:49
Sweet Eagle IPA,PILSNER,282545623769,120,17.6,2021-12-03T16:17:47,2022-01-26T08:04:40
Amber Hawk Wheat,SOUR,459270373194,74,24.86,2021-04-26T21:10:55,2023-10-03T05:37:07
Ancient Raven Sour,PALE_ALE,007596287743,66,24.64,2020-07-07T04:29:27,2023-06-04T08:56:40
Crispy Bear Porter,GOSE,897091329027,160,10.45,2023-06-20T04:55:07,2024-07-13T05:38:36
Golden Valley Stout,PALE_ALE,127002568182,300,16.7,2021-10-28T14:55:10,2023-08-09T20:53:01
Cloudy Forest Lager,STOUT,084196341639,388,17.59,2024-03-04T13:56:25,2024-03-07T02:49:43
Session Valley Bock,GOSE,967751668548,287,13.29,2022-03-23T20:09:17,2022-10-31T10:13:29
Sweet Forest Bock,GOSE,339607729062,34,21.78,2023-02-14T18:57:16,2024-03-21T10:37:10
Bright Peak Ale,LAGER,448277637446,406,3.96,2021-06-09T01:08:22,2022-05-01T18:10:56
Amber Storm Ale,PALE_ALE,361997727609,420,12.39,2023-06-27T03:20:14,2024-01-13T23:47:41
Bitter Fox IPA,LAGER,484712565605,384,23.57,2021-11-04T00:04:39,2023-08-16T06:17:51
Bitter Falcon Ale,ALE,845624786374,283,15.48,2021-03-03T23:00:33,2022-11-04T06:14:18
Wild Bluff Gose,GOSE,345625573264,258,10.95,2024-09-30T14:44:53,2024-10-15T17:07:29
Cloudy Eagle Pilsner,PILSNER,929787959477,137,12.43,2021-01-08T05:54:41,2021-12-17T10:24:37
Amber Eagle Pilsner,PILSNER,531147791807,285,23.35,2020-11-28T05:07:09,2021-05-25T01:15:43
Malty Mountain Gose,PILSNER,482031611239,374,18.26,2020-02-06T12:37:41,2024-08-06T05:09:56
Rustic Hawk Lager,PILSNER,346888165997,375,14.54,2020-01-16T16:52:45,2023-07-18T05:28:49
Malty Eagle Lager,GOSE,033268156204,342,7.1,2020-03-08T19:14:34,2021-08-10T10:57:13
Bitter Bluff Pilsner,LAGER,604419339359,48,19.82,2023-03-21T17:30:41,2023-06-20T03:06:25
Bold Fox Lager,ALE,058874395145,221,19.65,2020-08-12T07:12:14,2022-12-05T14:40:57
Malty Dragon IPA,LAGER,363443572161,181,24.37,2023-06-22T00:06:30,2023-12-20T14:24:21
Wild Wolf Lager,GOSE,295702852336,471,22.17,2022-02-16T15:26:50,2024-12-26T07:32:03
Hazy Creek Stout,GOSE,631090924837,191,22.52,2021-08-25T10:36:07,2024-04-07T06:44:30
Session Bear Wheat,SOUR,186792849524,257,15.86,2020-01-08T06:53:38,2020-11-10T10:51:30
Roasted Peak Bock,WHEAT,991147548645,151,18.36,2022-05-12T12:59:00,2022-10-14T01:48:59
Bitter Fox Lager,PALE_ALE,488856499074,77,3.72,2020-06-03T13:29:43,2022-11-30T18:35:46
Smooth Bear Wheat,GOSE,525854944227,104,16.87,2022-02-12T07:51:59,2022-08-15T18:02:41
Dark Bluff Wheat,STOUT,555945094804,147,18.37,2020-05-09T21:22:27,2024-05-25T12:57:16
Amber Lion Stout,IPA,323263498775,193,19.36,2024-03-18T17:17:15,2024-05-20T11:20:57
Malty Eagle Bock,WHEAT,490219907529,214,4.67,2021-01-20T03:50:15,2024-11-18T20:56:15
Wild Tiger IPA,PALE_ALE,841371110785,342,10.89,2021-02-14T07:01:48,2023-01-16T01:43:17
Wild Creek Pilsner,PALE_ALE,625191432648,491,20.02,2021-06-21T11:17:09,2023-02-26T03:02:42
Rustic Creek Ale,WHEAT,875382324909,435,12.67,2024-07-15T21:46:11,2024-07-20T22:33:45
Bold Coast Wheat,IPA,759245130569,130,17.29,2024-08-03T20:27:38,2024-12-19T06:03:03
Hoppy Raven Sour,LAGER,241319803809,201,19.31,2021-04-02T23:18:16,2021-05-18T04:47:32
Smooth River Lager,IPA,231409259027,131,19.31,2020-10-31T08:27:09,2024-10-10T08:20:17
Ancient Tiger Bock,IPA,822277020576,421,15.36,2020-12-19T06:18:15,2023-11-17T06:59:50
Bold Bluff Gose,STOUT,954514173602,394,13.9,2024-06-02T21:47:21,2024-08-09T11:46:37
